id,filename
patient_009_node_1,patient_009_node_1/patient_009_node_1.tif
patient_009_node_2,patient_009_node_2/patient_009_node_2.tif
patient_009_node_3,patient_009_node_3/patient_009_node_3.tif
patient_009_node_4,patient_009_node_4/patient_009_node_4.tif
patient_010_node_0,patient_010_node_0/patient_010_node_0.tif
patient_010_node_1,patient_010_node_1/patient_010_node_1.tif
patient_010_node_2,patient_010_node_2/patient_010_node_2.tif
patient_010_node_3,patient_010_node_3/patient_010_node_3.tif
patient_010_node_4,patient_010_node_4/patient_010_node_4.tif
patient_011_node_0,patient_011_node_0/patient_011_node_0.tif
patient_011_node_1,patient_011_node_1/patient_011_node_1.tif
patient_011_node_2,patient_011_node_2/patient_011_node_2.tif
patient_011_node_3,patient_011_node_3/patient_011_node_3.tif
patient_011_node_4,patient_011_node_4/patient_011_node_4.tif
patient_012_node_0,patient_012_node_0/patient_012_node_0.tif
patient_012_node_1,patient_012_node_1/patient_012_node_1.tif
patient_012_node_2,patient_012_node_2/patient_012_node_2.tif
patient_012_node_3,patient_012_node_3/patient_012_node_3.tif
patient_012_node_4,patient_012_node_4/patient_012_node_4.tif
patient_013_node_0,patient_013_node_0/patient_013_node_0.tif
patient_013_node_1,patient_013_node_1/patient_013_node_1.tif
patient_013_node_2,patient_013_node_2/patient_013_node_2.tif
patient_013_node_3,patient_013_node_3/patient_013_node_3.tif
patient_013_node_4,patient_013_node_4/patient_013_node_4.tif
patient_014_node_0,patient_014_node_0/patient_014_node_0.tif
patient_014_node_1,patient_014_node_1/patient_014_node_1.tif
patient_014_node_2,patient_014_node_2/patient_014_node_2.tif
patient_014_node_3,patient_014_node_3/patient_014_node_3.tif
patient_014_node_4,patient_014_node_4/patient_014_node_4.tif
patient_015_node_0,patient_015_node_0/patient_015_node_0.tif
patient_015_node_1,patient_015_node_1/patient_015_node_1.tif
patient_015_node_2,patient_015_node_2/patient_015_node_2.tif
patient_015_node_3,patient_015_node_3/patient_015_node_3.tif
patient_015_node_4,patient_015_node_4/patient_015_node_4.tif
patient_016_node_0,patient_016_node_0/patient_016_node_0.tif
patient_016_node_1,patient_016_node_1/patient_016_node_1.tif
patient_016_node_2,patient_016_node_2/patient_016_node_2.tif
patient_016_node_3,patient_016_node_3/patient_016_node_3.tif
patient_016_node_4,patient_016_node_4/patient_016_node_4.tif
patient_017_node_0,patient_017_node_0/patient_017_node_0.tif
patient_017_node_1,patient_017_node_1/patient_017_node_1.tif
patient_017_node_2,patient_017_node_2/patient_017_node_2.tif
patient_017_node_3,patient_017_node_3/patient_017_node_3.tif
patient_017_node_4,patient_017_node_4/patient_017_node_4.tif
patient_018_node_0,patient_018_node_0/patient_018_node_0.tif
patient_018_node_1,patient_018_node_1/patient_018_node_1.tif
patient_018_node_2,patient_018_node_2/patient_018_node_2.tif
patient_018_node_3,patient_018_node_3/patient_018_node_3.tif
patient_018_node_4,patient_018_node_4/patient_018_node_4.tif
patient_019_node_0,patient_019_node_0/patient_019_node_0.tif
patient_019_node_1,patient_019_node_1/patient_019_node_1.tif
patient_019_node_2,patient_019_node_2/patient_019_node_2.tif
patient_019_node_3,patient_019_node_3/patient_019_node_3.tif
patient_019_node_4,patient_019_node_4/patient_019_node_4.tif
patient_020_node_0,patient_020_node_0/patient_020_node_0.tif
patient_020_node_1,patient_020_node_1/patient_020_node_1.tif
patient_020_node_2,patient_020_node_2/patient_020_node_2.tif
patient_020_node_3,patient_020_node_3/patient_020_node_3.tif
patient_020_node_4,patient_020_node_4/patient_020_node_4.tif
patient_021_node_0,patient_021_node_0/patient_021_node_0.tif
patient_021_node_1,patient_021_node_1/patient_021_node_1.tif
patient_021_node_2,patient_021_node_2/patient_021_node_2.tif
patient_021_node_3,patient_021_node_3/patient_021_node_3.tif
patient_021_node_4,patient_021_node_4/patient_021_node_4.tif
patient_022_node_0,patient_022_node_0/patient_022_node_0.tif
patient_022_node_1,patient_022_node_1/patient_022_node_1.tif
patient_022_node_2,patient_022_node_2/patient_022_node_2.tif
patient_022_node_3,patient_022_node_3/patient_022_node_3.tif
patient_022_node_4,patient_022_node_4/patient_022_node_4.tif
patient_023_node_0,patient_023_node_0/patient_023_node_0.tif
patient_023_node_1,patient_023_node_1/patient_023_node_1.tif
patient_023_node_2,patient_023_node_2/patient_023_node_2.tif
patient_023_node_3,patient_023_node_3/patient_023_node_3.tif
patient_023_node_4,patient_023_node_4/patient_023_node_4.tif
patient_024_node_0,patient_024_node_0/patient_024_node_0.tif
patient_024_node_1,patient_024_node_1/patient_024_node_1.tif
patient_024_node_2,patient_024_node_2/patient_024_node_2.tif
patient_024_node_3,patient_024_node_3/patient_024_node_3.tif
patient_024_node_4,patient_024_node_4/patient_024_node_4.tif
patient_025_node_0,patient_025_node_0/patient_025_node_0.tif
patient_025_node_1,patient_025_node_1/patient_025_node_1.tif
patient_025_node_2,patient_025_node_2/patient_025_node_2.tif
patient_025_node_3,patient_025_node_3/patient_025_node_3.tif
patient_025_node_4,patient_025_node_4/patient_025_node_4.tif
patient_026_node_0,patient_026_node_0/patient_026_node_0.tif
patient_026_node_1,patient_026_node_1/patient_026_node_1.tif
patient_026_node_2,patient_026_node_2/patient_026_node_2.tif
patient_026_node_3,patient_026_node_3/patient_026_node_3.tif
patient_026_node_4,patient_026_node_4/patient_026_node_4.tif
patient_027_node_0,patient_027_node_0/patient_027_node_0.tif
patient_027_node_1,patient_027_node_1/patient_027_node_1.tif
patient_027_node_2,patient_027_node_2/patient_027_node_2.tif
patient_027_node_3,patient_027_node_3/patient_027_node_3.tif
patient_027_node_4,patient_027_node_4/patient_027_node_4.tif
patient_028_node_0,patient_028_node_0/patient_028_node_0.tif
patient_028_node_1,patient_028_node_1/patient_028_node_1.tif
patient_028_node_2,patient_028_node_2/patient_028_node_2.tif
patient_028_node_3,patient_028_node_3/patient_028_node_3.tif
patient_028_node_4,patient_028_node_4/patient_028_node_4.tif
patient_029_node_0,patient_029_node_0/patient_029_node_0.tif
patient_029_node_1,patient_029_node_1/patient_029_node_1.tif
patient_029_node_2,patient_029_node_2/patient_029_node_2.tif
patient_029_node_3,patient_029_node_3/patient_029_node_3.tif
patient_029_node_4,patient_029_node_4/patient_029_node_4.tif
patient_030_node_0,patient_030_node_0/patient_030_node_0.tif
patient_030_node_1,patient_030_node_1/patient_030_node_1.tif
patient_030_node_2,patient_030_node_2/patient_030_node_2.tif
patient_030_node_3,patient_030_node_3/patient_030_node_3.tif
patient_030_node_4,patient_030_node_4/patient_030_node_4.tif
patient_031_node_0,patient_031_node_0/patient_031_node_0.tif
patient_031_node_1,patient_031_node_1/patient_031_node_1.tif
patient_031_node_2,patient_031_node_2/patient_031_node_2.tif
patient_031_node_3,patient_031_node_3/patient_031_node_3.tif
patient_031_node_4,patient_031_node_4/patient_031_node_4.tif
patient_032_node_0,patient_032_node_0/patient_032_node_0.tif
patient_032_node_1,patient_032_node_1/patient_032_node_1.tif
patient_032_node_2,patient_032_node_2/patient_032_node_2.tif
patient_032_node_3,patient_032_node_3/patient_032_node_3.tif
patient_032_node_4,patient_032_node_4/patient_032_node_4.tif
patient_033_node_0,patient_033_node_0/patient_033_node_0.tif
patient_033_node_1,patient_033_node_1/patient_033_node_1.tif
patient_033_node_2,patient_033_node_2/patient_033_node_2.tif
patient_033_node_3,patient_033_node_3/patient_033_node_3.tif
patient_033_node_4,patient_033_node_4/patient_033_node_4.tif
patient_034_node_0,patient_034_node_0/patient_034_node_0.tif
patient_034_node_1,patient_034_node_1/patient_034_node_1.tif
patient_034_node_2,patient_034_node_2/patient_034_node_2.tif
patient_034_node_3,patient_034_node_3/patient_034_node_3.tif
patient_034_node_4,patient_034_node_4/patient_034_node_4.tif
patient_035_node_0,patient_035_node_0/patient_035_node_0.tif
patient_035_node_1,patient_035_node_1/patient_035_node_1.tif
patient_035_node_2,patient_035_node_2/patient_035_node_2.tif
patient_035_node_3,patient_035_node_3/patient_035_node_3.tif
patient_035_node_4,patient_035_node_4/patient_035_node_4.tif
patient_036_node_0,patient_036_node_0/patient_036_node_0.tif
patient_036_node_1,patient_036_node_1/patient_036_node_1.tif
patient_036_node_2,patient_036_node_2/patient_036_node_2.tif
patient_036_node_3,patient_036_node_3/patient_036_node_3.tif
patient_036_node_4,patient_036_node_4/patient_036_node_4.tif
patient_037_node_0,patient_037_node_0/patient_037_node_0.tif
patient_037_node_1,patient_037_node_1/patient_037_node_1.tif
patient_037_node_2,patient_037_node_2/patient_037_node_2.tif
patient_037_node_3,patient_037_node_3/patient_037_node_3.tif
patient_037_node_4,patient_037_node_4/patient_037_node_4.tif
patient_038_node_0,patient_038_node_0/patient_038_node_0.tif
patient_038_node_1,patient_038_node_1/patient_038_node_1.tif
patient_038_node_2,patient_038_node_2/patient_038_node_2.tif
patient_038_node_3,patient_038_node_3/patient_038_node_3.tif
patient_038_node_4,patient_038_node_4/patient_038_node_4.tif
patient_039_node_0,patient_039_node_0/patient_039_node_0.tif
patient_039_node_1,patient_039_node_1/patient_039_node_1.tif
patient_039_node_2,patient_039_node_2/patient_039_node_2.tif
patient_039_node_3,patient_039_node_3/patient_039_node_3.tif
patient_039_node_4,patient_039_node_4/patient_039_node_4.tif
patient_040_node_0,patient_040_node_0/patient_040_node_0.tif
patient_040_node_1,patient_040_node_1/patient_040_node_1.tif
patient_040_node_2,patient_040_node_2/patient_040_node_2.tif
patient_040_node_3,patient_040_node_3/patient_040_node_3.tif
patient_040_node_4,patient_040_node_4/patient_040_node_4.tif
patient_041_node_0,patient_041_node_0/patient_041_node_0.tif
patient_041_node_1,patient_041_node_1/patient_041_node_1.tif
patient_041_node_2,patient_041_node_2/patient_041_node_2.tif
patient_041_node_3,patient_041_node_3/patient_041_node_3.tif
patient_041_node_4,patient_041_node_4/patient_041_node_4.tif
patient_042_node_0,patient_042_node_0/patient_042_node_0.tif
patient_042_node_1,patient_042_node_1/patient_042_node_1.tif
patient_042_node_2,patient_042_node_2/patient_042_node_2.tif
patient_042_node_3,patient_042_node_3/patient_042_node_3.tif
patient_042_node_4,patient_042_node_4/patient_042_node_4.tif
patient_043_node_0,patient_043_node_0/patient_043_node_0.tif
patient_043_node_1,patient_043_node_1/patient_043_node_1.tif
patient_043_node_2,patient_043_node_2/patient_043_node_2.tif
patient_043_node_3,patient_043_node_3/patient_043_node_3.tif
patient_043_node_4,patient_043_node_4/patient_043_node_4.tif
patient_044_node_0,patient_044_node_0/patient_044_node_0.tif
patient_044_node_1,patient_044_node_1/patient_044_node_1.tif
patient_044_node_2,patient_044_node_2/patient_044_node_2.tif
patient_044_node_3,patient_044_node_3/patient_044_node_3.tif
patient_044_node_4,patient_044_node_4/patient_044_node_4.tif
patient_045_node_0,patient_045_node_0/patient_045_node_0.tif
patient_045_node_1,patient_045_node_1/patient_045_node_1.tif
patient_045_node_2,patient_045_node_2/patient_045_node_2.tif
patient_045_node_3,patient_045_node_3/patient_045_node_3.tif
patient_045_node_4,patient_045_node_4/patient_045_node_4.tif
patient_046_node_0,patient_046_node_0/patient_046_node_0.tif
patient_046_node_1,patient_046_node_1/patient_046_node_1.tif
patient_046_node_2,patient_046_node_2/patient_046_node_2.tif
patient_046_node_3,patient_046_node_3/patient_046_node_3.tif
patient_046_node_4,patient_046_node_4/patient_046_node_4.tif
patient_047_node_0,patient_047_node_0/patient_047_node_0.tif
patient_047_node_1,patient_047_node_1/patient_047_node_1.tif
patient_047_node_2,patient_047_node_2/patient_047_node_2.tif
patient_047_node_3,patient_047_node_3/patient_047_node_3.tif
patient_047_node_4,patient_047_node_4/patient_047_node_4.tif
patient_048_node_0,patient_048_node_0/patient_048_node_0.tif
patient_048_node_1,patient_048_node_1/patient_048_node_1.tif
patient_048_node_2,patient_048_node_2/patient_048_node_2.tif
patient_048_node_3,patient_048_node_3/patient_048_node_3.tif
patient_048_node_4,patient_048_node_4/patient_048_node_4.tif
patient_049_node_0,patient_049_node_0/patient_049_node_0.tif
patient_049_node_1,patient_049_node_1/patient_049_node_1.tif
patient_049_node_2,patient_049_node_2/patient_049_node_2.tif
patient_049_node_3,patient_049_node_3/patient_049_node_3.tif
patient_049_node_4,patient_049_node_4/patient_049_node_4.tif
patient_050_node_0,patient_050_node_0/patient_050_node_0.tif
patient_050_node_1,patient_050_node_1/patient_050_node_1.tif
patient_050_node_2,patient_050_node_2/patient_050_node_2.tif
patient_050_node_3,patient_050_node_3/patient_050_node_3.tif
patient_050_node_4,patient_050_node_4/patient_050_node_4.tif
patient_051_node_0,patient_051_node_0/patient_051_node_0.tif
patient_051_node_1,patient_051_node_1/patient_051_node_1.tif
patient_051_node_2,patient_051_node_2/patient_051_node_2.tif
patient_051_node_3,patient_051_node_3/patient_051_node_3.tif
patient_051_node_4,patient_051_node_4/patient_051_node_4.tif
patient_052_node_0,patient_052_node_0/patient_052_node_0.tif
patient_052_node_2,patient_052_node_2/patient_052_node_2.tif
patient_052_node_3,patient_052_node_3/patient_052_node_3.tif
patient_052_node_4,patient_052_node_4/patient_052_node_4.tif
patient_053_node_0,patient_053_node_0/patient_053_node_0.tif
patient_053_node_1,patient_053_node_1/patient_053_node_1.tif
patient_053_node_2,patient_053_node_2/patient_053_node_2.tif
patient_053_node_3,patient_053_node_3/patient_053_node_3.tif
patient_053_node_4,patient_053_node_4/patient_053_node_4.tif
patient_054_node_0,patient_054_node_0/patient_054_node_0.tif
patient_054_node_1,patient_054_node_1/patient_054_node_1.tif
patient_054_node_2,patient_054_node_2/patient_054_node_2.tif
patient_054_node_3,patient_054_node_3/patient_054_node_3.tif
patient_054_node_4,patient_054_node_4/patient_054_node_4.tif
patient_055_node_0,patient_055_node_0/patient_055_node_0.tif
patient_055_node_1,patient_055_node_1/patient_055_node_1.tif
patient_055_node_2,patient_055_node_2/patient_055_node_2.tif
patient_055_node_3,patient_055_node_3/patient_055_node_3.tif
patient_055_node_4,patient_055_node_4/patient_055_node_4.tif
patient_056_node_0,patient_056_node_0/patient_056_node_0.tif
patient_056_node_1,patient_056_node_1/patient_056_node_1.tif
patient_056_node_2,patient_056_node_2/patient_056_node_2.tif
patient_056_node_3,patient_056_node_3/patient_056_node_3.tif
patient_056_node_4,patient_056_node_4/patient_056_node_4.tif
patient_057_node_0,patient_057_node_0/patient_057_node_0.tif
patient_057_node_1,patient_057_node_1/patient_057_node_1.tif
patient_057_node_2,patient_057_node_2/patient_057_node_2.tif
patient_057_node_3,patient_057_node_3/patient_057_node_3.tif
patient_057_node_4,patient_057_node_4/patient_057_node_4.tif
patient_058_node_0,patient_058_node_0/patient_058_node_0.tif
patient_058_node_1,patient_058_node_1/patient_058_node_1.tif
patient_058_node_2,patient_058_node_2/patient_058_node_2.tif
patient_058_node_3,patient_058_node_3/patient_058_node_3.tif
patient_058_node_4,patient_058_node_4/patient_058_node_4.tif
patient_059_node_0,patient_059_node_0/patient_059_node_0.tif
patient_059_node_1,patient_059_node_1/patient_059_node_1.tif
patient_059_node_2,patient_059_node_2/patient_059_node_2.tif
patient_059_node_3,patient_059_node_3/patient_059_node_3.tif
patient_059_node_4,patient_059_node_4/patient_059_node_4.tif
patient_060_node_0,patient_060_node_0/patient_060_node_0.tif
patient_060_node_1,patient_060_node_1/patient_060_node_1.tif
patient_060_node_2,patient_060_node_2/patient_060_node_2.tif
patient_060_node_3,patient_060_node_3/patient_060_node_3.tif
patient_060_node_4,patient_060_node_4/patient_060_node_4.tif
patient_061_node_0,patient_061_node_0/patient_061_node_0.tif
patient_061_node_1,patient_061_node_1/patient_061_node_1.tif
patient_061_node_2,patient_061_node_2/patient_061_node_2.tif
patient_061_node_3,patient_061_node_3/patient_061_node_3.tif
patient_061_node_4,patient_061_node_4/patient_061_node_4.tif
patient_062_node_0,patient_062_node_0/patient_062_node_0.tif
patient_062_node_1,patient_062_node_1/patient_062_node_1.tif
patient_062_node_2,patient_062_node_2/patient_062_node_2.tif
patient_062_node_3,patient_062_node_3/patient_062_node_3.tif
patient_062_node_4,patient_062_node_4/patient_062_node_4.tif
patient_063_node_0,patient_063_node_0/patient_063_node_0.tif
patient_063_node_1,patient_063_node_1/patient_063_node_1.tif
patient_063_node_2,patient_063_node_2/patient_063_node_2.tif
patient_063_node_3,patient_063_node_3/patient_063_node_3.tif
patient_063_node_4,patient_063_node_4/patient_063_node_4.tif
patient_064_node_0,patient_064_node_0/patient_064_node_0.tif
patient_064_node_1,patient_064_node_1/patient_064_node_1.tif
patient_064_node_2,patient_064_node_2/patient_064_node_2.tif
patient_064_node_3,patient_064_node_3/patient_064_node_3.tif
patient_064_node_4,patient_064_node_4/patient_064_node_4.tif
patient_065_node_0,patient_065_node_0/patient_065_node_0.tif
patient_065_node_1,patient_065_node_1/patient_065_node_1.tif
patient_065_node_2,patient_065_node_2/patient_065_node_2.tif
patient_065_node_3,patient_065_node_3/patient_065_node_3.tif
patient_065_node_4,patient_065_node_4/patient_065_node_4.tif
patient_066_node_0,patient_066_node_0/patient_066_node_0.tif
patient_066_node_1,patient_066_node_1/patient_066_node_1.tif
patient_066_node_2,patient_066_node_2/patient_066_node_2.tif
patient_066_node_3,patient_066_node_3/patient_066_node_3.tif
patient_066_node_4,patient_066_node_4/patient_066_node_4.tif
patient_067_node_0,patient_067_node_0/patient_067_node_0.tif
patient_067_node_1,patient_067_node_1/patient_067_node_1.tif
patient_067_node_2,patient_067_node_2/patient_067_node_2.tif
patient_067_node_3,patient_067_node_3/patient_067_node_3.tif
patient_067_node_4,patient_067_node_4/patient_067_node_4.tif
patient_068_node_0,patient_068_node_0/patient_068_node_0.tif
patient_068_node_1,patient_068_node_1/patient_068_node_1.tif
patient_068_node_2,patient_068_node_2/patient_068_node_2.tif
patient_068_node_3,patient_068_node_3/patient_068_node_3.tif
patient_068_node_4,patient_068_node_4/patient_068_node_4.tif
patient_069_node_0,patient_069_node_0/patient_069_node_0.tif
patient_069_node_1,patient_069_node_1/patient_069_node_1.tif
patient_069_node_2,patient_069_node_2/patient_069_node_2.tif
patient_069_node_3,patient_069_node_3/patient_069_node_3.tif
patient_069_node_4,patient_069_node_4/patient_069_node_4.tif
patient_070_node_0,patient_070_node_0/patient_070_node_0.tif
patient_070_node_1,patient_070_node_1/patient_070_node_1.tif
patient_070_node_2,patient_070_node_2/patient_070_node_2.tif
patient_070_node_3,patient_070_node_3/patient_070_node_3.tif
patient_070_node_4,patient_070_node_4/patient_070_node_4.tif
patient_071_node_0,patient_071_node_0/patient_071_node_0.tif
patient_071_node_1,patient_071_node_1/patient_071_node_1.tif
patient_071_node_2,patient_071_node_2/patient_071_node_2.tif
patient_071_node_3,patient_071_node_3/patient_071_node_3.tif
patient_071_node_4,patient_071_node_4/patient_071_node_4.tif
patient_072_node_0,patient_072_node_0/patient_072_node_0.tif
patient_072_node_1,patient_072_node_1/patient_072_node_1.tif
patient_072_node_2,patient_072_node_2/patient_072_node_2.tif
patient_072_node_3,patient_072_node_3/patient_072_node_3.tif
patient_072_node_4,patient_072_node_4/patient_072_node_4.tif
patient_073_node_0,patient_073_node_0/patient_073_node_0.tif
patient_073_node_1,patient_073_node_1/patient_073_node_1.tif
patient_073_node_2,patient_073_node_2/patient_073_node_2.tif
patient_073_node_3,patient_073_node_3/patient_073_node_3.tif
patient_073_node_4,patient_073_node_4/patient_073_node_4.tif
patient_074_node_0,patient_074_node_0/patient_074_node_0.tif
patient_074_node_1,patient_074_node_1/patient_074_node_1.tif
patient_074_node_2,patient_074_node_2/patient_074_node_2.tif
patient_074_node_3,patient_074_node_3/patient_074_node_3.tif
patient_074_node_4,patient_074_node_4/patient_074_node_4.tif
patient_075_node_0,patient_075_node_0/patient_075_node_0.tif
patient_075_node_1,patient_075_node_1/patient_075_node_1.tif
patient_075_node_2,patient_075_node_2/patient_075_node_2.tif
patient_075_node_3,patient_075_node_3/patient_075_node_3.tif
patient_075_node_4,patient_075_node_4/patient_075_node_4.tif
patient_076_node_0,patient_076_node_0/patient_076_node_0.tif
patient_076_node_1,patient_076_node_1/patient_076_node_1.tif
patient_076_node_2,patient_076_node_2/patient_076_node_2.tif
patient_076_node_3,patient_076_node_3/patient_076_node_3.tif
patient_076_node_4,patient_076_node_4/patient_076_node_4.tif
patient_077_node_0,patient_077_node_0/patient_077_node_0.tif
patient_077_node_1,patient_077_node_1/patient_077_node_1.tif
patient_077_node_2,patient_077_node_2/patient_077_node_2.tif
patient_077_node_3,patient_077_node_3/patient_077_node_3.tif
patient_077_node_4,patient_077_node_4/patient_077_node_4.tif
patient_078_node_0,patient_078_node_0/patient_078_node_0.tif
patient_078_node_1,patient_078_node_1/patient_078_node_1.tif
patient_078_node_2,patient_078_node_2/patient_078_node_2.tif
patient_078_node_3,patient_078_node_3/patient_078_node_3.tif
patient_078_node_4,patient_078_node_4/patient_078_node_4.tif
patient_079_node_0,patient_079_node_0/patient_079_node_0.tif
patient_079_node_1,patient_079_node_1/patient_079_node_1.tif
patient_079_node_2,patient_079_node_2/patient_079_node_2.tif
patient_079_node_3,patient_079_node_3/patient_079_node_3.tif
patient_079_node_4,patient_079_node_4/patient_079_node_4.tif
patient_080_node_0,patient_080_node_0/patient_080_node_0.tif
patient_080_node_1,patient_080_node_1/patient_080_node_1.tif
patient_080_node_2,patient_080_node_2/patient_080_node_2.tif
patient_080_node_3,patient_080_node_3/patient_080_node_3.tif
patient_080_node_4,patient_080_node_4/patient_080_node_4.tif
patient_081_node_0,patient_081_node_0/patient_081_node_0.tif
patient_081_node_1,patient_081_node_1/patient_081_node_1.tif
patient_081_node_2,patient_081_node_2/patient_081_node_2.tif
patient_081_node_3,patient_081_node_3/patient_081_node_3.tif
patient_081_node_4,patient_081_node_4/patient_081_node_4.tif
patient_082_node_0,patient_082_node_0/patient_082_node_0.tif
patient_082_node_1,patient_082_node_1/patient_082_node_1.tif
patient_082_node_2,patient_082_node_2/patient_082_node_2.tif
patient_082_node_3,patient_082_node_3/patient_082_node_3.tif
patient_082_node_4,patient_082_node_4/patient_082_node_4.tif
patient_083_node_0,patient_083_node_0/patient_083_node_0.tif
patient_083_node_1,patient_083_node_1/patient_083_node_1.tif
patient_083_node_2,patient_083_node_2/patient_083_node_2.tif
patient_083_node_3,patient_083_node_3/patient_083_node_3.tif
patient_083_node_4,patient_083_node_4/patient_083_node_4.tif
patient_084_node_0,patient_084_node_0/patient_084_node_0.tif
patient_084_node_1,patient_084_node_1/patient_084_node_1.tif
patient_084_node_2,patient_084_node_2/patient_084_node_2.tif
patient_084_node_3,patient_084_node_3/patient_084_node_3.tif
patient_084_node_4,patient_084_node_4/patient_084_node_4.tif
patient_085_node_0,patient_085_node_0/patient_085_node_0.tif
patient_085_node_1,patient_085_node_1/patient_085_node_1.tif
patient_085_node_2,patient_085_node_2/patient_085_node_2.tif
patient_085_node_3,patient_085_node_3/patient_085_node_3.tif
patient_085_node_4,patient_085_node_4/patient_085_node_4.tif
patient_086_node_0,patient_086_node_0/patient_086_node_0.tif
patient_086_node_1,patient_086_node_1/patient_086_node_1.tif
patient_086_node_2,patient_086_node_2/patient_086_node_2.tif
patient_086_node_3,patient_086_node_3/patient_086_node_3.tif
patient_086_node_4,patient_086_node_4/patient_086_node_4.tif
patient_087_node_0,patient_087_node_0/patient_087_node_0.tif
patient_087_node_1,patient_087_node_1/patient_087_node_1.tif
patient_087_node_2,patient_087_node_2/patient_087_node_2.tif
patient_087_node_3,patient_087_node_3/patient_087_node_3.tif
patient_087_node_4,patient_087_node_4/patient_087_node_4.tif
patient_088_node_0,patient_088_node_0/patient_088_node_0.tif
patient_088_node_1,patient_088_node_1/patient_088_node_1.tif
patient_088_node_2,patient_088_node_2/patient_088_node_2.tif
patient_088_node_3,patient_088_node_3/patient_088_node_3.tif
patient_088_node_4,patient_088_node_4/patient_088_node_4.tif
patient_089_node_0,patient_089_node_0/patient_089_node_0.tif
patient_089_node_1,patient_089_node_1/patient_089_node_1.tif
patient_089_node_2,patient_089_node_2/patient_089_node_2.tif
patient_089_node_3,patient_089_node_3/patient_089_node_3.tif
patient_089_node_4,patient_089_node_4/patient_089_node_4.tif
patient_090_node_0,patient_090_node_0/patient_090_node_0.tif
patient_090_node_1,patient_090_node_1/patient_090_node_1.tif
patient_090_node_2,patient_090_node_2/patient_090_node_2.tif
patient_090_node_3,patient_090_node_3/patient_090_node_3.tif
patient_090_node_4,patient_090_node_4/patient_090_node_4.tif
patient_091_node_0,patient_091_node_0/patient_091_node_0.tif
patient_091_node_1,patient_091_node_1/patient_091_node_1.tif
patient_091_node_2,patient_091_node_2/patient_091_node_2.tif
patient_091_node_3,patient_091_node_3/patient_091_node_3.tif
patient_091_node_4,patient_091_node_4/patient_091_node_4.tif
patient_092_node_0,patient_092_node_0/patient_092_node_0.tif
patient_092_node_1,patient_092_node_1/patient_092_node_1.tif
patient_092_node_2,patient_092_node_2/patient_092_node_2.tif
patient_092_node_3,patient_092_node_3/patient_092_node_3.tif
patient_092_node_4,patient_092_node_4/patient_092_node_4.tif
patient_093_node_0,patient_093_node_0/patient_093_node_0.tif
patient_093_node_1,patient_093_node_1/patient_093_node_1.tif
